CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ContractType,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast12Months,SatisfactionScore,Churn
CUST-03189,Male,24,No,Yes,No,49,Yes,DSL,No,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,76.21,3701.63,0,4,No
CUST-03190,Female,44,No,No,No,25,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),109.5,2660.79,1,5,No
CUST-03191,Male,42,No,Yes,No,50,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),32.9,1682.53,1,4,No
CUST-03192,Female,51,No,Yes,No,13,Yes,DSL,No,Yes,No,Yes,Yes,No,Two Year,No,Bank Transfer (Automatic),74.29,998.72,0,5,No
CUST-03193,Female,65,Yes,No,No,34,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,28.07,931.68,1,4,No
CUST-03194,Male,24,No,No,Yes,40,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),84.64,3231.4,2,4,No
CUST-03195,Female,54,No,Yes,No,7,Yes,DSL,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card (Automatic),75.05,533.59,0,5,No
CUST-03196,Male,62,No,Yes,Yes,26,Yes,DSL,No,Yes,No,Yes,No,Yes,One Year,No,Electronic Check,73.7,1964.81,0,5,No
CUST-03197,Male,42,No,Yes,No,10,Yes,Fiber Optic,No,Yes,Yes,No,No,No,One Year,Yes,Bank Transfer (Automatic),80.47,827.95,2,4,No
CUST-03198,Female,43,No,Yes,Yes,8,Yes,DSL,No,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),69.88,572.23,3,3,No
CUST-03199,Female,52,No,No,No,22,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,80.06,1741.79,0,4,No
CUST-03200,Male,51,No,Yes,No,35,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,78.24,2492.21,0,5,No
CUST-03201,Female,54,No,Yes,No,15,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,34.15,500.89,1,3,No
CUST-03202,Female,54,No,Yes,Yes,22,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,No,Electronic Check,76.0,1715.03,2,5,Yes
CUST-03203,Female,29,No,No,No,16,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,80.16,1283.84,1,4,Yes
CUST-03204,Male,61,No,Yes,Yes,47,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),100.8,4806.08,1,3,Yes
CUST-03205,Male,64,No,Yes,No,58,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,73.11,3993.7,0,4,No
CUST-03206,Female,48,No,No,No,72,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,95.46,6809.35,1,4,Yes
CUST-03207,Female,21,No,No,No,53,Yes,DSL,No,No,Yes,No,No,No,One Year,Yes,Credit Card (Automatic),59.97,3153.07,0,5,No
CUST-03208,Female,43,No,Yes,No,38,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Transfer (Automatic),99.09,3823.43,2,3,No
CUST-03209,Male,48,No,No,No,47,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,75.53,3526.93,1,4,No
CUST-03210,Male,27,No,Yes,No,17,Yes,DSL,Yes,No,No,Yes,No,Yes,Two Year,No,Electronic Check,74.82,1254.07,0,5,No
CUST-03211,Female,39,No,Yes,Yes,21,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),87.54,1751.46,0,5,No
CUST-03212,Male,22,No,No,No,31,Yes,DSL,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Automatic),88.26,2762.37,0,5,No
CUST-03213,Male,55,No,Yes,Yes,7,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,82.0,576.07,2,4,No
CUST-03214,Female,48,No,No,No,16,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,No,Credit Card (Automatic),70.32,1096.25,2,4,No
CUST-03215,Female,19,No,No,No,72,Yes,DSL,Yes,Yes,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),64.05,4422.59,0,4,No
CUST-03216,Male,51,No,No,Yes,21,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,75.93,1724.66,1,5,No
CUST-03217,Male,44,No,Yes,No,6,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),78.55,456.8,0,4,Yes
CUST-03218,Male,53,No,Yes,No,18,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,No,Credit Card (Automatic),103.5,1908.41,4,4,No
CUST-03219,Female,39,No,Yes,No,29,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Transfer (Automatic),69.95,2001.1,0,3,No
CUST-03220,Male,32,No,Yes,No,36,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),85.91,2920.92,3,4,No
CUST-03221,Female,33,No,No,No,25,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,No,Bank Transfer (Automatic),96.75,2513.84,2,3,No
CUST-03222,Male,36,No,No,No,34,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,107.42,3662.83,0,5,No
CUST-03223,Female,45,No,No,No,15,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Automatic),65.48,990.56,4,2,No
CUST-03224,Female,47,No,No,No,60,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,108.59,6490.19,0,5,No
CUST-03225,Female,42,No,Yes,No,51,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Electronic Check,75.07,3773.24,2,3,No
CUST-03226,Female,38,No,Yes,Yes,5,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,38.93,196.49,0,4,Yes
CUST-03227,Female,39,No,Yes,Yes,11,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,77.81,864.67,0,4,Yes
CUST-03228,Male,85,Yes,No,No,46,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,84.46,3719.36,3,3,No
CUST-03229,Female,33,No,Yes,Yes,32,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Automatic),34.31,1029.33,1,5,No
CUST-03230,Female,36,No,Yes,No,31,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,25.76,778.26,0,4,No
CUST-03231,Female,85,Yes,Yes,Yes,28,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,75.34,2099.24,0,4,No
CUST-03232,Male,52,No,Yes,Yes,53,Yes,DSL,Yes,No,No,No,No,Yes,One Year,Yes,Electronic Check,69.53,3829.66,2,4,No
CUST-03233,Female,23,No,No,No,31,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),95.05,3014.04,2,3,No
CUST-03234,Male,58,No,Yes,No,36,Yes,DSL,No,No,No,No,Yes,No,One Year,No,Electronic Check,51.4,1972.05,2,3,No
CUST-03235,Female,30,No,No,No,29,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18.11,525.61,0,4,No
CUST-03236,Female,60,No,Yes,Yes,12,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,70.5,790.49,1,5,Yes
CUST-03237,Male,42,No,No,Yes,48,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,116.79,5348.83,1,4,No
CUST-03238,Female,38,No,No,Yes,20,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,80.08,1571.58,0,5,Yes
CUST-03239,Female,71,Yes,Yes,No,20,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,92.2,1876.09,0,5,No
CUST-03240,Male,54,No,No,Yes,23,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,92.43,2077.72,4,3,Yes
CUST-03241,Male,61,No,No,No,9,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),58.53,521.52,1,4,No
CUST-03242,Male,52,No,No,Yes,72,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,80.55,5880.16,2,4,No
CUST-03243,Female,38,No,No,No,45,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,86.44,3841.07,3,3,No
CUST-03244,Female,55,No,No,No,12,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,36.07,426.49,1,5,No
CUST-03245,Female,64,No,Yes,No,70,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),106.53,7587.39,2,3,No
CUST-03246,Female,47,No,Yes,Yes,17,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,80.58,1252.27,1,4,Yes
CUST-03247,Female,74,Yes,Yes,Yes,20,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Electronic Check,74.17,1515.86,0,5,No
CUST-03248,Male,59,No,Yes,Yes,17,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,83.65,1450.37,0,4,No
CUST-03249,Male,48,No,No,No,62,Yes,DSL,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,74.81,4688.35,0,4,No
CUST-03250,Male,49,No,No,No,55,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,59.5,3429.47,1,5,Yes
CUST-03251,Male,47,No,Yes,Yes,24,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,No,Electronic Check,91.97,2285.34,3,3,No
CUST-03252,Female,25,No,No,Yes,25,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),68.93,1783.79,1,3,No
CUST-03253,Male,44,No,No,No,44,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Electronic Check,115.56,4996.12,0,4,No
CUST-03254,Male,49,No,Yes,Yes,43,Yes,DSL,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),72.11,3107.17,0,4,No
CUST-03255,Male,38,No,No,Yes,26,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,34.39,873.43,2,3,No
CUST-03256,Male,50,No,Yes,Yes,27,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),75.45,2127.27,0,4,Yes
CUST-03257,Male,45,No,Yes,Yes,46,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,38.75,1759.26,0,4,Yes
CUST-03258,Male,57,No,Yes,No,6,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer (Automatic),65.52,406.89,1,4,Yes
CUST-03259,Female,56,No,No,No,35,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Bank Transfer (Automatic),74.18,2562.34,0,5,No
CUST-03260,Male,48,No,Yes,No,33,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),74.17,2393.7,2,4,No
CUST-03261,Male,23,No,Yes,No,62,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Mailed Check,81.95,5316.2,1,4,No
CUST-03262,Male,74,Yes,Yes,No,37,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,31.6,1209.63,1,3,Yes
CUST-03263,Female,43,No,No,Yes,40,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Transfer (Automatic),65.8,2766.78,1,4,Yes
CUST-03264,Female,44,No,Yes,No,16,No,DSL,Yes,No,No,Yes,No,No,One Year,No,Mailed Check,56.08,862.09,1,5,No
CUST-03265,Female,40,No,Yes,Yes,17,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Electronic Check,114.07,1860.76,3,4,No
CUST-03266,Female,37,No,No,Yes,34,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,One Year,Yes,Mailed Check,97.18,3119.7,1,4,Yes
CUST-03267,Female,70,Yes,No,No,4,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card (Automatic),71.21,287.16,1,5,Yes
CUST-03268,Female,67,Yes,Yes,No,21,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,106.64,2219.27,2,4,No
CUST-03269,Male,52,No,Yes,Yes,10,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),92.06,911.02,0,5,No
CUST-03270,Female,43,No,Yes,No,17,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,90.76,1570.27,1,3,No
CUST-03271,Male,55,No,No,Yes,5,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Transfer (Automatic),101.7,496.74,0,5,Yes
CUST-03272,Male,46,No,No,No,11,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,56.59,586.39,0,5,No
CUST-03273,Female,42,No,No,Yes,57,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,No,Electronic Check,91.89,4957.78,1,5,No
CUST-03274,Male,50,No,Yes,No,10,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,60.1,579.51,1,4,No
CUST-03275,Male,38,No,No,Yes,13,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Transfer (Automatic),90.57,1185.14,1,4,No
CUST-03276,Female,49,No,Yes,No,19,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card (Automatic),82.04,1577.98,0,4,No
CUST-03277,Male,48,No,No,No,40,Yes,DSL,No,No,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),55.91,2323.83,1,5,No
CUST-03278,Male,55,No,Yes,No,23,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,64.7,1437.95,1,5,No
CUST-03279,Female,35,No,Yes,No,6,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),80.63,474.2,1,5,Yes
CUST-03280,Female,56,No,Yes,No,4,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,111.73,452.34,3,3,Yes
CUST-03281,Male,30,No,Yes,Yes,21,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),48.06,989.41,0,5,No
CUST-03282,Female,36,No,Yes,Yes,23,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),105.82,2422.85,2,4,No
CUST-03283,Female,37,No,No,No,48,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),80.97,3911.55,1,4,No
CUST-03284,Male,28,No,No,No,11,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer (Automatic),92.94,1079.52,1,4,No
CUST-03285,Male,61,No,Yes,No,67,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),33.3,2283.04,0,4,No
CUST-03286,Male,29,No,No,Yes,6,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,90.33,529.15,1,3,No
CUST-03287,Male,34,No,Yes,Yes,7,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,65.66,477.9,0,5,Yes
CUST-03288,Male,65,Yes,No,No,20,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,35.15,693.59,0,5,No
CUST-03289,Male,36,No,Yes,Yes,47,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Electronic Check,82.56,3984.16,1,5,No
CUST-03290,Male,42,No,Yes,No,31,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,92.68,2902.64,1,4,No
CUST-03291,Male,29,No,Yes,Yes,11,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Credit Card (Automatic),104.15,1085.2,1,4,No
CUST-03292,Male,58,No,Yes,No,72,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,103.67,7488.27,2,3,Yes
CUST-03293,Male,59,No,Yes,No,30,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,94.54,2866.31,2,4,No
CUST-03294,Male,57,No,Yes,Yes,32,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,67.73,1971.01,2,3,No
CUST-03295,Male,54,No,Yes,No,44,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,93.96,4136.8,0,5,Yes
CUST-03296,Female,46,No,No,No,33,Yes,DSL,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,80.29,2749.92,1,4,No
CUST-03297,Male,37,No,Yes,Yes,18,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Electronic Check,84.43,1516.41,0,5,No
CUST-03298,Female,32,No,No,No,72,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,103.0,7256.32,2,5,Yes
CUST-03299,Female,66,Yes,Yes,No,62,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),100.88,6300.03,2,4,Yes
CUST-03300,Female,57,No,No,Yes,72,Yes,DSL,No,Yes,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),63.02,4686.8,1,3,No
CUST-03301,Female,34,No,No,No,19,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,31.23,617.22,2,4,No
CUST-03302,Male,46,No,Yes,Yes,71,Yes,DSL,No,No,No,Yes,No,No,Two Year,Yes,Electronic Check,66.45,4797.02,2,3,Yes
CUST-03303,Female,40,No,No,Yes,10,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),31.68,311.54,2,3,No
CUST-03304,Male,27,No,No,No,27,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card (Automatic),81.2,2108.61,0,5,No
CUST-03305,Male,48,No,Yes,Yes,43,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,36.71,1623.87,1,4,No
CUST-03306,Male,38,No,No,Yes,8,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Automatic),41.55,326.5,0,3,No
CUST-03307,Male,30,No,No,Yes,72,Yes,DSL,No,Yes,No,No,Yes,No,Two Year,No,Mailed Check,72.15,5028.51,0,5,No
CUST-03308,Male,21,No,Yes,No,18,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),78.43,1325.86,1,5,No
CUST-03309,Male,20,No,Yes,No,64,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,86.24,5159.81,1,4,No
CUST-03310,Female,39,No,Yes,No,9,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,27.99,259.17,0,5,Yes
CUST-03311,Female,44,No,No,Yes,26,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),57.19,1473.65,1,4,Yes
CUST-03312,Male,31,No,No,No,15,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,27.92,427.12,1,4,No
CUST-03313,Female,55,No,Yes,Yes,15,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,97.11,1524.06,2,4,No
CUST-03314,Male,44,No,No,No,10,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,113.63,1180.78,2,3,No
CUST-03315,Male,54,No,Yes,No,9,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,No,Electronic Check,103.11,850.71,1,4,Yes
CUST-03316,Female,42,No,No,No,11,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),26.06,274.29,0,5,No
CUST-03317,Female,32,No,No,No,11,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Automatic),70.41,771.65,1,3,Yes
CUST-03318,Male,47,No,No,Yes,55,Yes,DSL,No,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,61.55,3470.26,0,5,No
CUST-03319,Male,25,No,Yes,No,61,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),102.59,6364.89,1,5,Yes
CUST-03320,Male,54,No,Yes,No,8,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,89.21,761.93,1,5,No
CUST-03321,Male,30,No,Yes,No,22,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,37.26,836.01,0,5,No
CUST-03322,Male,60,No,Yes,No,54,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Automatic),85.6,4563.7,0,4,No
CUST-03323,Female,40,No,No,No,40,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,90.64,3567.96,2,3,No
CUST-03324,Female,62,No,Yes,Yes,21,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),60.68,1231.96,0,5,Yes
CUST-03325,Male,27,No,Yes,Yes,16,Yes,Fiber Optic,No,Yes,No,No,No,No,Two Year,No,Mailed Check,87.61,1426.48,0,4,No
CUST-03326,Female,34,No,Yes,Yes,8,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,95.1,753.17,1,5,Yes
CUST-03327,Male,51,No,No,Yes,72,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,101.97,6853.51,2,4,No
CUST-03328,Male,64,No,Yes,Yes,32,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,94.14,3087.82,0,5,No
CUST-03329,Male,72,Yes,Yes,No,28,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18.0,505.24,0,4,No
CUST-03330,Female,46,No,No,No,13,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,25.93,341.47,0,4,No
CUST-03331,Female,74,Yes,Yes,No,25,Yes,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,95.42,2289.26,0,5,No
CUST-03332,Female,40,No,No,No,55,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),108.29,6291.1,0,5,No
CUST-03333,Male,63,No,Yes,No,7,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,85.96,586.63,1,4,Yes
CUST-03334,Female,30,No,Yes,No,12,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,85.88,1081.39,4,3,Yes
CUST-03335,Male,52,No,No,No,9,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),68.34,620.1,1,3,Yes
CUST-03336,Male,18,No,No,No,65,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Mailed Check,96.81,6227.25,3,3,Yes
CUST-03337,Female,27,No,No,No,7,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),95.46,710.19,2,3,No
CUST-03338,Male,52,No,No,No,31,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),84.07,2625.36,2,3,Yes
CUST-03339,Female,24,No,No,No,9,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,94.73,858.81,0,4,Yes
CUST-03340,Female,52,No,Yes,No,29,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,No,Bank Transfer (Automatic),93.1,2672.02,4,3,Yes
CUST-03341,Female,60,No,No,No,8,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card (Automatic),61.87,455.23,1,5,Yes
CUST-03342,Male,37,No,No,No,17,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Automatic),28.21,495.16,2,3,No
CUST-03343,Male,29,No,Yes,No,72,Yes,DSL,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),69.96,4987.82,0,5,No
CUST-03344,Female,37,No,No,No,36,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card (Automatic),92.98,3315.54,0,4,No
CUST-03345,Female,30,No,No,No,28,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Automatic),98.7,2675.08,1,3,No
CUST-03346,Female,43,No,Yes,No,34,Yes,DSL,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,65.1,2175.01,0,3,Yes
CUST-03347,Female,47,No,Yes,Yes,72,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,No,Electronic Check,87.15,6065.7,2,3,Yes
